Date,Year,Month,Day,Zulu Hours,TACC Sorties,High Priority Sorties,Flying Hours,Cargo (Stons),Passengers
1/21/13,2013,1,21,6,6,0,14.9,100.68,8
1/21/13,2013,1,21,7,11,0,59.7,117.03,79
1/21/13,2013,1,21,8,4,0,28.5,86.77,57
1/21/13,2013,1,21,9,5,1,15.3,80.37,61
1/21/13,2013,1,21,10,7,0,34,79.45,1
1/21/13,2013,1,21,11,5,0,16.8,67,257
1/21/13,2013,1,21,12,7,1,35.5,63.22,14
1/21/13,2013,1,21,13,8,1,40,30,355
1/21/13,2013,1,21,14,4,0,30,31.51,24
1/21/13,2013,1,21,15,8,0,24.6,39.97,118
1/21/13,2013,1,21,16,11,1,49,163.91,0
1/21/13,2013,1,21,17,12,1,30.1,55.94,213
1/21/13,2013,1,21,18,7,0,19,41.18,174
1/21/13,2013,1,21,19,10,0,48.8,73.82,75
1/21/13,2013,1,21,20,14,0,92.1,47.26,175
1/21/13,2013,1,21,21,3,0,24.7,19.59,0
1/21/13,2013,1,21,22,12,0,52.3,80.98,414
1/21/13,2013,1,21,23,7,0,39.9,18.15,81
1/22/13,2013,1,22,0,5,0,22.8,28.45,55
1/22/13,2013,1,22,1,9,0,39.7,117.06,72
1/22/13,2013,1,22,2,7,0,34.3,3.04,512
1/22/13,2013,1,22,3,14,0,58,150.29,406
1/22/13,2013,1,22,4,5,0,32.1,130.5,0
1/22/13,2013,1,22,5,7,0,22.5,33.3,120
1/22/13,2013,1,22,6,4,0,23.1,78.6,12
1/22/13,2013,1,22,7,6,0,31.3,7.65,295
1/22/13,2013,1,22,8,10,1,56.4,44.43,309
1/22/13,2013,1,22,9,8,0,42.9,10.85,168
1/22/13,2013,1,22,10,5,0,21.3,80.18,3
1/22/13,2013,1,22,11,8,0,27.5,75.21,82
1/22/13,2013,1,22,12,5,0,18.9,0.01,152
1/22/13,2013,1,22,13,10,0,43.4,10.21,78
1/22/13,2013,1,22,14,14,0,66.9,125.43,512
1/22/13,2013,1,22,15,12,0,51.7,0.01,347
1/22/13,2013,1,22,16,11,0,41.9,68.06,160
1/22/13,2013,1,22,17,8,0,26,80.14,213
1/22/13,2013,1,22,18,14,0,50.2,3.58,143
1/22/13,2013,1,22,19,7,0,31.4,41.52,212
1/22/13,2013,1,22,20,3,0,11.3,40.87,29
1/22/13,2013,1,22,21,5,0,26.1,48.71,64
1/22/13,2013,1,22,22,10,0,35,84.42,83
1/22/13,2013,1,22,23,4,0,22.2,79.72,1
1/23/13,2013,1,23,0,13,0,63.4,29.72,85
1/23/13,2013,1,23,1,9,0,67.9,30.75,163
1/23/13,2013,1,23,2,6,0,40,91.29,367
1/23/13,2013,1,23,3,6,0,32.5,64.31,190
1/23/13,2013,1,23,4,2,0,11.1,0.01,195
1/23/13,2013,1,23,5,9,0,42.8,60.36,189
1/23/13,2013,1,23,6,8,0,38.1,79.11,26
1/23/13,2013,1,23,7,8,0,29,69.34,144
1/23/13,2013,1,23,8,7,0,37.8,26,40
1/23/13,2013,1,23,9,6,0,26.6,98.15,39
1/23/13,2013,1,23,10,6,0,12.8,117.81,61
1/23/13,2013,1,23,11,8,0,34,101.25,94
1/23/13,2013,1,23,12,5,0,24.5,1.78,154
1/23/13,2013,1,23,13,8,0,24.1,0.61,340
1/23/13,2013,1,23,14,9,0,45.1,6.28,556
1/23/13,2013,1,23,15,9,0,34.1,62.43,365
1/23/13,2013,1,23,16,14,0,58.2,144.23,389
1/23/13,2013,1,23,17,9,0,33,12.76,264
1/23/13,2013,1,23,18,10,0,20.7,2.35,77
1/23/13,2013,1,23,19,12,0,44.5,68.99,400
1/23/13,2013,1,23,20,7,0,29.4,16.5,81
1/23/13,2013,1,23,21,10,1,37.5,58.41,106
1/23/13,2013,1,23,22,6,0,17.3,50.59,51
1/23/13,2013,1,23,23,9,0,42.8,135.98,27
1/24/13,2013,1,24,0,9,0,39.1,44.2,149
1/24/13,2013,1,24,1,3,0,14.3,0,175
1/24/13,2013,1,24,2,10,1,53.2,217.82,57
1/24/13,2013,1,24,3,7,0,33.1,12.22,280
1/24/13,2013,1,24,4,6,0,28.3,108.1,8
1/24/13,2013,1,24,5,7,0,27.8,164.17,15
1/24/13,2013,1,24,6,5,0,34,70.27,4
1/24/13,2013,1,24,7,6,0,16.9,92.94,176
1/24/13,2013,1,24,8,14,0,69.9,15.46,147
1/24/13,2013,1,24,9,4,0,11.8,39.7,99
1/24/13,2013,1,24,10,7,0,36.7,114,281
1/24/13,2013,1,24,11,6,0,25.2,61.3,185
1/24/13,2013,1,24,12,7,1,31.4,49.06,60
1/24/13,2013,1,24,13,9,0,34.6,37.08,91
1/24/13,2013,1,24,14,13,0,76.3,85.564,63
1/24/13,2013,1,24,15,7,0,41.2,7.59,607
1/24/13,2013,1,24,16,6,1,16.2,29.28,133
1/24/13,2013,1,24,17,7,0,28.4,84.64,13
1/24/13,2013,1,24,18,11,0,46.6,4.6,9
1/24/13,2013,1,24,19,8,0,23.4,13.4,312
1/24/13,2013,1,24,20,4,1,14.6,19.23,8
1/24/13,2013,1,24,21,9,0,40.9,13.51,233
1/24/13,2013,1,24,22,3,0,7.3,0,56
1/24/13,2013,1,24,23,7,0,40.8,0.1,71
1/25/13,2013,1,25,0,10,0,41.3,107.98,210
1/25/13,2013,1,25,1,9,0,46.8,162.66,314
1/25/13,2013,1,25,2,5,0,30.7,123.66,5
1/25/13,2013,1,25,3,6,0,19.3,45.87,89
1/25/13,2013,1,25,4,5,0,16.9,49.93,14
1/25/13,2013,1,25,5,8,0,32,94.14,35
1/25/13,2013,1,25,6,8,0,38.8,80.9,24
1/25/13,2013,1,25,7,7,0,34.1,75.8,118
1/25/13,2013,1,25,8,10,0,29.4,106.84,182
1/25/13,2013,1,25,9,7,0,29.8,90.71,155
1/25/13,2013,1,25,10,12,2,68.3,13.9,78
1/25/13,2013,1,25,11,10,0,57.7,57.5,573
1/25/13,2013,1,25,12,10,0,58.8,56.97,207
1/25/13,2013,1,25,13,13,0,33.8,247.2,114
1/25/13,2013,1,25,14,13,0,63.7,176.41,32
1/25/13,2013,1,25,15,13,2,43.1,133.15,62
1/25/13,2013,1,25,16,8,0,26.1,75.2,61
1/25/13,2013,1,25,17,13,0,45,154.72,141
1/25/13,2013,1,25,18,9,1,28.6,33.58,161
1/25/13,2013,1,25,19,15,0,61.3,33.28,163
1/25/13,2013,1,25,20,12,0,50.2,54.53,86
1/25/13,2013,1,25,21,8,0,26.7,20.6,0
1/25/13,2013,1,25,22,10,0,40.3,36.6,23
1/25/13,2013,1,25,23,6,0,30.5,7.09,150
1/26/13,2013,1,26,0,3,0,8.1,26.5,243
1/26/13,2013,1,26,1,12,0,57.6,88.4,440
1/26/13,2013,1,26,2,6,0,35.1,42.41,386
1/26/13,2013,1,26,3,7,0,26.4,29.64,112
1/26/13,2013,1,26,4,6,0,35.8,140.46,100
1/26/13,2013,1,26,5,8,0,39.8,88,0
1/26/13,2013,1,26,6,6,0,37.1,44.5,168
1/26/13,2013,1,26,7,5,0,19.4,48.24,65
1/26/13,2013,1,26,8,8,0,42.2,33.3,67
1/26/13,2013,1,26,9,5,0,11.8,9.12,163
1/26/13,2013,1,26,10,10,0,52.1,73.18,204
1/26/13,2013,1,26,11,11,0,51.4,125.04,160
1/26/13,2013,1,26,12,6,0,23.9,20.53,114
1/26/13,2013,1,26,13,7,0,20.1,85.64,144
1/26/13,2013,1,26,14,3,0,15.6,1.83,0
1/26/13,2013,1,26,15,14,0,48.7,57.22,227
1/26/13,2013,1,26,16,13,0,62.1,32.4,135
1/26/13,2013,1,26,17,15,0,50.9,102.9,350
1/26/13,2013,1,26,18,10,0,28.9,47.22,2
1/26/13,2013,1,26,19,6,0,20.3,14.5,15
1/26/13,2013,1,26,20,12,1,45.4,77.35,265
1/26/13,2013,1,26,21,5,0,10.3,15.31,3
1/26/13,2013,1,26,22,5,0,12,0.01,9
1/26/13,2013,1,26,23,6,0,18.4,0.34,96
1/27/13,2013,1,27,0,11,0,48.1,35.3,248
1/27/13,2013,1,27,1,13,0,64.8,127.28,195
1/27/13,2013,1,27,2,5,0,15.2,0,1
1/27/13,2013,1,27,3,8,0,40.7,120.25,8
1/27/13,2013,1,27,4,3,1,12.6,28.1,23
1/27/13,2013,1,27,5,6,0,30.5,75.46,198
1/27/13,2013,1,27,6,4,0,18.9,15,158
1/27/13,2013,1,27,7,6,1,32.2,73.16,445
1/27/13,2013,1,27,8,10,0,48.2,137.68,11
1/27/13,2013,1,27,9,5,0,12,95.41,91
1/27/13,2013,1,27,10,7,0,26.3,62.78,149
1/27/13,2013,1,27,11,8,0,40.9,28.27,54
1/27/13,2013,1,27,12,8,0,32.8,106.12,41
1/27/13,2013,1,27,13,9,0,41.8,98.79,230
1/27/13,2013,1,27,14,9,0,33.4,80.37,160
1/27/13,2013,1,27,15,8,1,48.5,53.16,189
1/27/13,2013,1,27,16,13,0,65.5,123.68,237
1/27/13,2013,1,27,17,10,0,53.1,43.62,19
1/27/13,2013,1,27,18,4,0,18,41.06,75
1/27/13,2013,1,27,19,5,0,21.2,5.98,10
1/27/13,2013,1,27,20,4,0,20.9,16.14,15
1/27/13,2013,1,27,21,5,0,23.5,6.3,11
1/27/13,2013,1,27,22,3,0,8.8,6.74,0
1/27/13,2013,1,27,23,6,0,23.8,128.76,127
1/28/13,2013,1,28,0,6,0,31.4,51.07,119
1/28/13,2013,1,28,1,3,0,11.1,1.68,172
1/28/13,2013,1,28,2,4,0,14.6,13.57,0
1/28/13,2013,1,28,3,8,0,29.2,14.37,38
1/28/13,2013,1,28,4,6,0,32.6,75.15,122
1/28/13,2013,1,28,5,4,0,8,22.06,34
1/28/13,2013,1,28,6,8,0,51.4,98.61,26
1/28/13,2013,1,28,7,9,0,50.7,107.24,362
1/28/13,2013,1,28,8,5,0,29.6,33,1
1/28/13,2013,1,28,9,6,0,24.5,24.82,192
1/28/13,2013,1,28,10,6,0,27.5,148.56,13
1/28/13,2013,1,28,11,6,0,20.6,3.49,19
1/28/13,2013,1,28,12,7,0,18.9,10.36,225
1/28/13,2013,1,28,13,7,0,24.6,86.79,171
1/28/13,2013,1,28,14,16,1,63.3,126.11,113
1/28/13,2013,1,28,15,10,0,47.6,31.78,84
1/28/13,2013,1,28,16,15,0,71.2,109.66,0
1/28/13,2013,1,28,17,19,0,72.1,21.32,246
1/28/13,2013,1,28,18,15,0,58.7,38.07,4
1/28/13,2013,1,28,19,5,0,23.7,4.75,10
1/28/13,2013,1,28,20,9,0,31.1,0,5
1/28/13,2013,1,28,21,8,0,33.2,2.05,2
1/28/13,2013,1,28,22,16,0,83.8,173.97,341
1/28/13,2013,1,28,23,4,0,20.2,9.39,0
1/29/13,2013,1,29,0,9,0,45.1,188.62,132
1/29/13,2013,1,29,1,8,0,30.5,58.46,84
1/29/13,2013,1,29,2,9,0,43.9,95.96,533
1/29/13,2013,1,29,3,6,0,29.8,95.78,78
1/29/13,2013,1,29,4,7,0,35.1,119.76,19
1/29/13,2013,1,29,5,4,0,20.6,44.1,2
1/29/13,2013,1,29,6,6,0,35.5,4.89,49
1/29/13,2013,1,29,7,10,0,36.4,144.46,220
1/29/13,2013,1,29,8,2,0,5.6,19.68,2
1/29/13,2013,1,29,9,5,0,29.4,0,361
1/29/13,2013,1,29,10,9,0,45.4,117.4,198
1/29/13,2013,1,29,11,4,0,19.2,2.53,56
1/29/13,2013,1,29,12,9,0,34.3,61.36,62
1/29/13,2013,1,29,13,11,0,46.4,147.21,301
1/29/13,2013,1,29,14,7,0,37.5,11.61,16
1/29/13,2013,1,29,15,15,0,71.4,30.96,406
1/29/13,2013,1,29,16,18,0,58.9,143.39,450
1/29/13,2013,1,29,17,7,2,41.7,43.93,9
1/29/13,2013,1,29,18,5,0,14.6,0,46
1/29/13,2013,1,29,19,4,0,20.3,53.2,146
1/29/13,2013,1,29,20,13,0,42.4,26.29,3
1/29/13,2013,1,29,21,14,2,53.8,59.37,71
1/29/13,2013,1,29,22,10,1,46.6,130.76,26
1/29/13,2013,1,29,23,8,0,59.5,57.78,25
1/30/13,2013,1,30,0,8,0,49.9,68.04,261
1/30/13,2013,1,30,1,9,1,41.2,73.59,348
1/30/13,2013,1,30,2,16,2,82.3,216.52,466
1/30/13,2013,1,30,3,4,0,17.9,22.95,283
1/30/13,2013,1,30,4,7,0,26.1,122.53,24
1/30/13,2013,1,30,5,4,0,19.6,57.95,6
1/30/13,2013,1,30,6,7,0,28.7,10,82
1/30/13,2013,1,30,7,5,0,20.8,38,52
1/30/13,2013,1,30,8,4,0,13.7,36.55,140
1/30/13,2013,1,30,9,12,0,50.7,45.4,153
1/30/13,2013,1,30,10,6,0,25.1,67,58
1/30/13,2013,1,30,11,8,0,30,43.6,204
1/30/13,2013,1,30,12,7,0,25,90.18,162
1/30/13,2013,1,30,13,12,0,34.7,44.05,179
1/30/13,2013,1,30,14,5,0,19.9,16.45,54
1/30/13,2013,1,30,15,11,0,52.6,50.08,14
1/30/13,2013,1,30,16,12,0,62.2,55.11,147
1/30/13,2013,1,30,17,10,0,38.4,86.08,222
1/30/13,2013,1,30,18,6,0,26.2,74.29,77
1/30/13,2013,1,30,19,7,1,32.2,21.06,52
1/30/13,2013,1,30,20,5,0,16.9,0.01,0
1/30/13,2013,1,30,21,8,1,48.7,5.4,1
1/30/13,2013,1,30,22,14,0,69.2,158.88,104
1/30/13,2013,1,30,23,8,0,25.8,50.96,117
1/31/13,2013,1,31,0,6,1,18.1,13.78,90
1/31/13,2013,1,31,1,7,0,39.1,67.1,351
1/31/13,2013,1,31,2,3,0,13.1,26.8,156
1/31/13,2013,1,31,3,5,0,23.4,139.52,171
1/31/13,2013,1,31,4,9,0,45.8,76.9,201
1/31/13,2013,1,31,5,7,0,42.6,27.7,7
1/31/13,2013,1,31,6,8,0,32.7,110.37,361
1/31/13,2013,1,31,7,7,0,32,24.15,20
1/31/13,2013,1,31,8,5,0,34.6,0.15,63
1/31/13,2013,1,31,9,9,0,42.5,54.02,276
1/31/13,2013,1,31,10,11,0,56,138.59,203
1/31/13,2013,1,31,11,8,0,47.8,89.4,339
1/31/13,2013,1,31,12,6,0,25.8,21.2,27
1/31/13,2013,1,31,13,8,0,31.7,87.18,24
1/31/13,2013,1,31,14,7,0,27.4,49.06,262
1/31/13,2013,1,31,15,10,0,44.3,27.37,332
1/31/13,2013,1,31,16,10,0,31.3,68.78,0
1/31/13,2013,1,31,17,9,0,25.9,63.27,198
1/31/13,2013,1,31,18,12,0,38.1,88.62,93
1/31/13,2013,1,31,19,7,0,20.6,87.14,89
1/31/13,2013,1,31,20,15,0,61.8,92.34,108
1/31/13,2013,1,31,21,7,0,23.5,45.06,61
1/31/13,2013,1,31,22,6,0,25.5,91.18,125
1/31/13,2013,1,31,23,13,1,64.8,79.45,237
2/1/13,2013,2,1,0,14,1,67.1,148.87,331
2/1/13,2013,2,1,1,9,0,38.2,49.76,189
2/1/13,2013,2,1,2,7,1,34.3,152.97,23
2/1/13,2013,2,1,3,12,1,56,181.26,67
2/1/13,2013,2,1,4,3,0,10.5,0,6
2/1/13,2013,2,1,5,9,0,44.5,69.74,24
2/1/13,2013,2,1,6,3,0,24.5,0,6
2/1/13,2013,2,1,7,4,0,20.1,17.9,8
2/1/13,2013,2,1,8,8,0,33.8,82.3,160
2/1/13,2013,2,1,9,5,0,21.3,91,0
2/1/13,2013,2,1,10,7,0,40.2,121,248
2/1/13,2013,2,1,11,8,1,43.3,117.02,204
2/1/13,2013,2,1,12,7,0,30.1,15.95,17
2/1/13,2013,2,1,13,7,0,32.9,67.39,62
2/1/13,2013,2,1,14,5,1,16.8,21,25
2/1/13,2013,2,1,15,10,0,41.3,145.47,216
2/1/13,2013,2,1,16,11,0,39.2,161.23,63
2/1/13,2013,2,1,17,7,0,22.7,80,63
2/1/13,2013,2,1,18,12,2,65.7,73.66,131
2/1/13,2013,2,1,19,10,1,33.1,34.3,59
2/1/13,2013,2,1,20,8,0,44.3,191.89,25
2/1/13,2013,2,1,21,7,0,27.4,58.53,1
2/1/13,2013,2,1,22,5,0,21.9,24.42,118
2/1/13,2013,2,1,23,13,0,55.5,130.63,302
2/2/13,2013,2,2,0,11,1,32.3,73.73,37
2/2/13,2013,2,2,1,8,0,35.3,24.8,439
2/2/13,2013,2,2,2,10,0,45.6,63,363
2/2/13,2013,2,2,3,11,0,52.4,97.83,61
2/2/13,2013,2,2,4,12,2,68.8,215.95,184
2/2/13,2013,2,2,5,3,0,21,45.8,83
2/2/13,2013,2,2,6,10,0,46.1,117.37,26
2/2/13,2013,2,2,7,9,0,56,40.34,8
2/2/13,2013,2,2,8,10,0,39.9,77.87,410
2/2/13,2013,2,2,9,2,0,10,37.71,20
2/2/13,2013,2,2,10,10,0,37.2,75.35,86
2/2/13,2013,2,2,11,6,0,29.8,72.3,275
2/2/13,2013,2,2,12,9,0,48.8,23.34,334
2/2/13,2013,2,2,13,8,0,37.1,105.83,63
2/2/13,2013,2,2,14,5,0,24.1,5.192,0
2/2/13,2013,2,2,15,14,0,26.5,125.75,135
2/2/13,2013,2,2,16,8,0,41.1,59.75,130
2/2/13,2013,2,2,17,7,0,35,61.94,22
2/2/13,2013,2,2,18,10,0,55.5,43.75,260
2/2/13,2013,2,2,19,12,0,50.8,54.07,188
2/2/13,2013,2,2,20,7,0,30,18.6,0
2/2/13,2013,2,2,21,7,0,36.6,39.5,20
2/2/13,2013,2,2,22,7,0,26.5,0,462
2/2/13,2013,2,2,23,7,0,42.9,0,111
2/3/13,2013,2,3,0,11,0,45.4,96.73,114
2/3/13,2013,2,3,1,7,0,55,43.5,97
2/3/13,2013,2,3,2,4,0,21.9,56.3,147
2/3/13,2013,2,3,3,8,0,30.1,41.16,43
2/3/13,2013,2,3,4,9,0,56.3,45.92,156
2/3/13,2013,2,3,5,7,0,50,0,61
2/3/13,2013,2,3,6,8,0,44,72.17,148
2/3/13,2013,2,3,7,1,0,1.7,0,3
2/3/13,2013,2,3,8,7,0,49,152.02,313
2/3/13,2013,2,3,9,8,0,38.3,41.64,2
2/3/13,2013,2,3,10,9,0,39.7,53.19,9
2/3/13,2013,2,3,11,7,0,31,142.93,30
2/3/13,2013,2,3,12,8,2,58.3,64.99,75
2/3/13,2013,2,3,13,12,0,53.2,130.48,277
2/3/13,2013,2,3,14,7,1,25.7,97.28,179
2/3/13,2013,2,3,15,9,0,52.8,68.581,294
2/3/13,2013,2,3,16,3,0,13.7,24.5,15
2/3/13,2013,2,3,17,7,1,30.7,60.88,27
2/3/13,2013,2,3,18,10,0,38.6,12.97,165
2/3/13,2013,2,3,19,10,0,42.1,67.85,227
2/3/13,2013,2,3,20,8,0,42.3,48.66,47
2/3/13,2013,2,3,21,7,0,33.2,57.74,125
2/3/13,2013,2,3,22,9,0,42.8,86.7,182
2/3/13,2013,2,3,23,5,0,16.4,6.03,12
2/4/13,2013,2,4,0,13,1,45.7,57.32,136
2/4/13,2013,2,4,1,4,0,17.7,38.92,196
2/4/13,2013,2,4,2,1,0,5.5,0,167
2/4/13,2013,2,4,3,8,0,41.7,161.43,172
2/4/13,2013,2,4,4,6,0,38.5,101.86,80
2/4/13,2013,2,4,5,6,1,35,37.86,1
2/4/13,2013,2,4,6,10,0,51.3,93.64,79
2/4/13,2013,2,4,7,10,0,43.5,78.72,157
2/4/13,2013,2,4,8,9,0,51.1,197.12,9
2/4/13,2013,2,4,9,8,0,47.2,51.31,266
2/4/13,2013,2,4,10,9,0,52,93.39,6
2/4/13,2013,2,4,11,8,0,51,116.12,17
2/4/13,2013,2,4,12,11,0,57.9,39.16,336
2/4/13,2013,2,4,13,4,0,13.2,31.21,177
2/4/13,2013,2,4,14,8,0,31,21.07,98
2/4/13,2013,2,4,15,18,0,76.1,73.49,128
2/4/13,2013,2,4,16,9,0,28,100.03,247
2/4/13,2013,2,4,17,18,1,72.4,59.69,32
2/4/13,2013,2,4,18,12,1,51.6,24.35,185
2/4/13,2013,2,4,19,16,1,85.3,165.601,56
2/4/13,2013,2,4,20,6,0,21.5,0,108
2/4/13,2013,2,4,21,10,0,30,65.43,231
2/4/13,2013,2,4,22,9,0,30.1,46.7,52
2/4/13,2013,2,4,23,10,0,33.1,27.9,53
2/5/13,2013,2,5,0,18,1,58.8,137.81,384
2/5/13,2013,2,5,1,8,0,46.4,83.55,105
2/5/13,2013,2,5,2,9,0,42.4,62.96,419
2/5/13,2013,2,5,3,7,0,43.9,101.14,123
2/5/13,2013,2,5,4,7,1,18.8,89.4,1
2/5/13,2013,2,5,5,12,1,55.6,154.31,318
2/5/13,2013,2,5,6,5,0,26.2,42.28,4
2/5/13,2013,2,5,7,7,0,36.8,45.73,82
2/5/13,2013,2,5,8,8,1,34.9,185.25,202
2/5/13,2013,2,5,9,7,0,20.7,47.11,3
2/5/13,2013,2,5,10,8,2,26.1,238.97,41
2/5/13,2013,2,5,11,10,0,44.6,4.19,278
2/5/13,2013,2,5,12,8,0,43.7,46.701,177
2/5/13,2013,2,5,13,9,0,38.1,106.66,212
2/5/13,2013,2,5,14,8,0,28.8,78.92,96
2/5/13,2013,2,5,15,9,2,33.9,57.86,41
2/5/13,2013,2,5,16,12,0,37.4,17.58,273
2/5/13,2013,2,5,17,7,1,42.4,92.63,40
2/5/13,2013,2,5,18,3,0,9,0,62
2/5/13,2013,2,5,19,8,1,42.4,86.34,13
2/5/13,2013,2,5,20,7,0,32.2,46.31,141
2/5/13,2013,2,5,21,15,3,76.2,138.12,392
2/5/13,2013,2,5,22,12,0,53.4,104.71,466
2/5/13,2013,2,5,23,8,0,27.3,82.62,130
2/6/13,2013,2,6,0,9,0,44.1,0.52,0
2/6/13,2013,2,6,1,5,0,32.1,74.8,76
2/6/13,2013,2,6,2,10,1,38.2,141.97,36
2/6/13,2013,2,6,3,9,2,32.6,76.23,300
2/6/13,2013,2,6,4,8,0,32.5,62.14,597
2/6/13,2013,2,6,5,3,0,16.1,54.7,0
2/6/13,2013,2,6,6,10,0,40.7,96.54,367
2/6/13,2013,2,6,7,9,0,52.6,53.11,45
2/6/13,2013,2,6,8,8,1,39.2,125.98,15
2/6/13,2013,2,6,9,8,1,42.8,113.3,21
2/6/13,2013,2,6,10,8,1,36.5,76.65,431
2/6/13,2013,2,6,11,6,0,35.5,120.4,56
2/6/13,2013,2,6,12,9,0,44,87.9,46
2/6/13,2013,2,6,13,8,0,27.4,14.2,48
2/6/13,2013,2,6,14,6,0,22,7.05,23
2/6/13,2013,2,6,15,6,0,34.1,67.621,197
2/6/13,2013,2,6,16,9,0,30.6,11.6,211
2/6/13,2013,2,6,17,9,0,39.8,122.53,267
2/6/13,2013,2,6,18,12,0,40.2,118.86,50
2/6/13,2013,2,6,19,2,0,8.5,48.83,53
2/6/13,2013,2,6,20,7,0,27.7,125.81,33
2/6/13,2013,2,6,21,7,0,23.2,127.01,2
2/6/13,2013,2,6,22,7,0,31,42.5,100
2/6/13,2013,2,6,23,5,0,28.2,2.28,25
2/7/13,2013,2,7,0,7,0,26.1,47.8,229
2/7/13,2013,2,7,1,6,0,26.4,31.9,125
2/7/13,2013,2,7,2,8,0,35.4,58.27,231
2/7/13,2013,2,7,3,3,0,10.3,3.6,257
2/7/13,2013,2,7,4,5,0,14.6,60.84,15
2/7/13,2013,2,7,5,6,0,22.1,108.6,174
2/7/13,2013,2,7,6,7,0,36.7,95.32,4
2/7/13,2013,2,7,7,9,0,45.2,36.86,558
2/7/13,2013,2,7,8,8,1,42.7,79.8,63
2/7/13,2013,2,7,9,10,0,56.1,144.18,80
2/7/13,2013,2,7,10,2,0,8.4,37.9,79
2/7/13,2013,2,7,11,11,1,45,141.2,363
2/7/13,2013,2,7,12,6,0,12.7,55.26,20
2/7/13,2013,2,7,13,5,0,20.4,8.48,1
2/7/13,2013,2,7,14,11,0,49.5,59.9,154
2/7/13,2013,2,7,15,11,0,61.1,45.19,366
2/7/13,2013,2,7,16,6,0,28.4,40.27,183
2/7/13,2013,2,7,17,11,0,26.8,85.65,23
2/7/13,2013,2,7,18,11,0,46.8,69.33,351
2/7/13,2013,2,7,19,8,0,27.5,71.4,27
2/7/13,2013,2,7,20,5,0,7.8,0,1
2/7/13,2013,2,7,21,12,0,42.1,62.26,716
2/7/13,2013,2,7,22,6,1,24.7,0.01,307
2/7/13,2013,2,7,23,11,0,41.9,160.49,172
2/8/13,2013,2,8,0,8,0,32.3,55.73,16
2/8/13,2013,2,8,1,9,0,46.4,142.9,20
2/8/13,2013,2,8,2,7,0,27.5,60.16,162
2/8/13,2013,2,8,3,4,0,21.6,44.76,28
2/8/13,2013,2,8,4,9,0,37.3,37.5,188
2/8/13,2013,2,8,5,9,0,28.9,38.36,66
2/8/13,2013,2,8,6,4,0,21.7,27.27,6
2/8/13,2013,2,8,7,5,0,33.8,32.5,10
2/8/13,2013,2,8,8,7,0,21.8,86.8,144
2/8/13,2013,2,8,9,12,0,54.9,78.01,191
2/8/13,2013,2,8,10,4,0,12,31.7,11
2/8/13,2013,2,8,11,12,0,54.3,117.57,581
2/8/13,2013,2,8,12,2,0,20.2,11.2,1
2/8/13,2013,2,8,13,8,0,37.6,46.1,166
2/8/13,2013,2,8,14,7,0,31.8,89.5,81
2/8/13,2013,2,8,15,8,0,22.7,70.9,246
2/8/13,2013,2,8,16,10,0,41.9,45.15,9
2/8/13,2013,2,8,17,4,0,21.5,0,8
2/8/13,2013,2,8,18,6,0,25.1,7.15,78
2/8/13,2013,2,8,19,8,0,28.1,88.62,17
2/8/13,2013,2,8,20,7,0,29,0.85,97
2/8/13,2013,2,8,21,6,0,35.5,82.41,21
2/8/13,2013,2,8,22,5,0,10.4,0,56
2/8/13,2013,2,8,23,12,0,57.2,144.38,351
2/9/13,2013,2,9,0,4,0,12.8,15.3,10
2/9/13,2013,2,9,1,7,0,43.6,218.17,34
2/9/13,2013,2,9,2,3,0,12.4,0,506
2/9/13,2013,2,9,3,4,0,15.9,38.14,259
2/9/13,2013,2,9,4,6,0,29.1,68.36,2
2/9/13,2013,2,9,5,4,0,13.7,53.4,33
2/9/13,2013,2,9,6,6,0,40.2,89.35,3
2/9/13,2013,2,9,7,11,0,42.2,74.2,76
2/9/13,2013,2,9,8,7,0,29.3,66.3,4
2/9/13,2013,2,9,9,5,0,26.4,20,157
2/9/13,2013,2,9,10,5,0,15.2,42.6,34
2/9/13,2013,2,9,11,8,0,24.3,113.3,117
2/9/13,2013,2,9,12,7,0,24,40.4,275
2/9/13,2013,2,9,13,6,0,28.3,19.5,176
2/9/13,2013,2,9,14,6,0,17,84.9,159
2/9/13,2013,2,9,15,12,1,35.2,21.8,487
2/9/13,2013,2,9,16,8,0,33.9,26.3,115
2/9/13,2013,2,9,17,13,0,47.9,97.7,180
2/9/13,2013,2,9,18,11,0,25.1,74.91,72
2/9/13,2013,2,9,19,5,0,26.8,48.22,11
2/9/13,2013,2,9,20,8,0,31.2,57.38,110
2/9/13,2013,2,9,21,7,0,21.9,76.89,295
2/9/13,2013,2,9,22,6,0,32.8,110.64,1
2/9/13,2013,2,9,23,4,0,13.1,0,22
2/10/13,2013,2,10,0,9,0,32.3,14.8,148
2/10/13,2013,2,10,1,3,0,10.7,21.1,1
2/10/13,2013,2,10,2,5,0,21.3,88.901,252
2/10/13,2013,2,10,3,5,0,24.5,113.87,152
2/10/13,2013,2,10,4,7,0,37,60.1,181
2/10/13,2013,2,10,5,5,0,23.4,35.41,53
2/10/13,2013,2,10,6,6,0,27.8,107.37,25
2/10/13,2013,2,10,7,6,0,20.5,64.04,25
2/10/13,2013,2,10,8,2,0,11.7,34.98,37
2/10/13,2013,2,10,9,6,0,27,0.14,8
2/10/13,2013,2,10,10,5,0,22.7,7.65,143
2/10/13,2013,2,10,11,9,1,44.7,124.83,113
